mol_idx,smiles,half-life,sdc,sdx,sa,dga,dgp,dgtot
856,COCC(C)Nc1ncnc2c1cnn2-c1ccc(C)c(C)c1,23.67,8.3761,0.5756,4.7986,-6.9583,-75.3717,-68.2668
1416,Cc1ccc(-n2ncc3c(NCCCN(C)C)ncnc32)cc1Cl,8.9,8.9652,0.5635,5.3094,-5.2357,-84.8182,-75.2423
780,COc1cccc(C(=O)Nc2ccc3c(N4CCOCC4)ncnc3c2)c1,27.3,10.7312,0.6459,7.4922,-13.6725,-102.1914,-102.7489
1318,O=C(Nc1ccc2c(N3CCOCC3)ncnc2c1)c1cccc(Br)c1,10.12,9.5877,0.643,6.7853,-12.5677,-91.3977,-91.8746
777,O=C(NCCCn1ccnc1)c1ccc(-c2ncc3cnc(-c4ccccc4)cn23)cc1,27.8,11.8022,0.5693,6.0369,-22.962,-97.4176,-104.7481
887,O=C(NCCCn1ccnc1)c1ccc(-c2ncc3cnc(-c4cccc(F)c4)cn23)cc1,22.5,12.2446,0.5705,7.6293,-22.2186,-109.3771,-116.7215
768,CC(C)C(=O)Nc1cccc(NC(=O)c2cc3ccccc3o2)c1,28.0,8.3928,1.2526,6.0198,-12.3326,-78.5344,-87.25
1474,CCN(CC)S(=O)(=O)c1ccc2oc(C(=O)Nc3ccc(Br)cc3F)c(C)c2c1,7.91,10.9506,0.8806,9.2804,-4.9685,-105.3676,-85.5881
762,COc1cccc(CNc2ccc(S(=O)(=O)Nc3ccc(C4CCNCC4)cc3)cc2)c1O,29.0,11.8178,2.6435,8.435,-10.4677,-113.117,-115.1161
967,O=S(=O)(Nc1ccc(C2CCNCC2)cc1)c1ccc(NCc2cccc(Cl)c2O)cc1,20.0,10.5885,2.8062,7.6998,-9.6118,-103.7695,-105.403
712,O=C(c1ccccc1)N1CCC(C(=O)N2CCC(N3Cc4ccccc4C3=O)CC2)CC1,30.0,14.2597,0.0,7.5308,-12.4899,-100.3338,-88.2592
1251,Cc1ccccc1C(=O)N1CCC(C(=O)N2CCC(N3Cc4ccccc4C3=O)CC2)CC1,11.85,14.7109,0.0,7.5939,-11.4983,-101.1526,-87.5503
695,O=C(c1ccccc1)N1CCC(c2nn(-c3ccc(F)cc3)c(=O)[nH]2)CC1,30.0,10.4794,0.8122,7.3314,-13.7506,-94.5503,-91.1236
696,COc1ccc(-n2nc(C3CCN(C(=O)c4ccccc4)CC3)[nH]c2=O)cc1,30.0,11.2225,0.7957,7.2229,-13.8107,-97.8032,-93.6577
691,O=c1[nH]c(C2CCCN(CC3CCCCC3)C2)nn1-c1ccc(Cl)cc1,30.0,9.027,0.7181,5.2289,-1.942,-74.5269,-65.6472
698,COc1ccc(-n2nc(C3CCCN(CC4CCCCC4)C3)[nH]c2=O)cc1,30.0,9.9733,0.719,5.928,-2.7935,-84.627,-75.9215
684,COc1ccc(C(=O)NC2CCN(c3cnn(CC4CC4)c(=O)c3)CC2)cc1,30.0,12.0981,0.6071,7.8091,-8.5021,-106.0671,-98.4719
1072,Cc1ccc(C(=O)NC2CCN(c3cnn(CC4CC4)c(=O)c3)CC2)cc1C,16.34,11.6944,0.3374,6.3791,-7.1957,-90.7576,-80.9989
675,O=c1[nH]c(N2CCOCC2)nc2c1CCN(Cc1cc(Cl)ccc1F)CC2,30.0,11.1352,0.7963,8.5549,-4.1121,-106.1972,-102.6986
676,O=c1[nH]c(N2CCOCC2)nc2c1CCN(Cc1ccc(Cl)cc1F)CC2,30.0,11.185,0.8054,8.5105,-4.1074,-106.097,-102.4533
670,C[C@H]1CN(C(=O)Nc2ccc(F)cc2)C[C@@H]1c1nc(-c2ccccc2)no1,30.0,10.4064,0.6434,7.0017,-13.7217,-92.4856,-82.8047
671,C[C@H]1CN(C(=O)Nc2ccc(F)cc2F)C[C@@H]1c1nc(-c2ccccc2)no1,30.0,10.6035,0.6111,8.164,-12.9781,-99.2574,-91.0188
644,CN(C)CCNC(=O)c1nc2nc(-c3ccccc3)c(-c3cccc(Cl)c3)cc2n1C,30.0,11.1644,0.8068,6.4467,-12.612,-94.2554,-85.8509
647,CN(C)CCNC(=O)c1nc2nc(-c3ccccc3)c(-c3cccc(F)c3)cc2n1C,30.0,11.4887,0.8012,7.2481,-13.4017,-100.6578,-93.2063
631,CNC(=O)c1cccc(-c2cnc(Nc3cccc(C(F)(F)F)c3)c3c2CCO3)c1,30.0,10.2173,1.6089,8.9548,-13.6512,-105.737,-105.4632
1412,COc1cccc(Nc2ncc(-c3cccc(N(C)C)c3)c3c2OCC3)c1,8.98,9.5793,0.7594,5.3376,-15.0428,-76.4786,-87.795
627,Cn1ccc2c(C(=O)NCCC(N)=O)nc(-c3cccc(CO)c3)cc21,30.0,8.8508,3.112,8.1223,-10.2498,-110.4491,-117.3291
2219,CN(C)CCNC(=O)c1nc(-c2ccccc2)cc2[nH]ccc12,1.92,8.1306,1.3792,5.1794,-9.3194,-80.049,-84.6581
624,O=C1CCC(CNC(=O)c2nc(-c3ccccc3)cc3[nH]ccc23)N1,30.0,8.1679,2.2388,6.2727,-15.6096,-91.1275,-103.2874
906,Cn1ccc2c(C(=O)NCC3CCC(=O)N3)nc(-c3ccccc3C#N)cc21,21.92,10.2767,1.4733,6.9805,-19.6171,-103.4383,-119.7757
616,Cc1cccc(-c2noc([C@@H]3Cc4nc[nH]c4CN3C(=O)CC(C)(C)CC(=O)O)n2)c1,30.0,12.7221,1.4225,9.3802,-10.6836,-126.1925,-108.2008
617,Cc1cccc(-c2noc([C@@H]3Cc4nc[nH]c4CN3)n2)c1,30.0,6.9897,1.3826,4.6807,-13.4446,-76.2629,-72.8211
592,CCN(CCCOc1ccc2c(Nc3cc(CC(=O)Nc4cccc(F)c4)[nH]n3)ncnc2c1)CCOP(=O)(O)O,30.0,14.8017,4.3946,14.8035,-6.3609,-190.7857,-181.6961
2236,CCN(CCO)CCCOc1ccc2c(Nc3cc(CC(=O)Nc4cccc(F)c4)[nH]n3)ncnc2c1,1.88,13.224,2.8937,11.5291,-9.525,-155.4154,-159.6597
582,CC(C)NC(=O)c1nc(-c2ccc(Cl)nc2)c2cnccn12,30.0,7.1865,0.6434,5.2641,-10.096,-78.2071,-75.1023
1071,COC(=O)CNC(=O)c1nc(-c2ccc(Cl)nc2)c2cnccn12,16.42,8.4487,1.0014,7.5081,-12.0785,-101.159,-94.2102
577,C[S+](=O)([O-])c1ccc(-c2nc(C(=O)N3CCOCC3)n3ccncc23)cc1,30.0,11.1812,0.0,8.6152,-10.8978,-105.4049,-85.127
857,O=C(c1nc(-c2ccc(Cl)cc2Cl)c2cnccn12)N1CCOCC1,23.64,9.2967,0.0,6.915,-10.9087,-89.2222,-74.0908
557,CN(C(=O)c1cn2c(-c3ccc(C(F)(F)F)cc3)cnc2cn1)c1ccc(C#N)cc1,30.0,10.6353,0.0,8.0863,-21.0043,-102.032,-93.9106
558,CNC(=O)c1ccc(-c2cnc3cnc(C(=O)N(C)c4ccc(Cl)cc4)cn23)cc1,30.0,11.1344,0.6315,7.4985,-17.8352,-104.096,-98.8953
549,NC1(c2ccc(NC(=O)c3ccnc(-c4cc(C(=O)O)ccn4)c3)cc2)CC1,30.0,9.056,2.882,7.9207,-16.2008,-110.676,-124.1478
550,COC(=O)c1ccnc(-c2cc(C(=O)Nc3ccc(C4(N)CC4)cc3)ccn2)c1,30.0,10.4011,1.8923,7.845,-15.1818,-108.5665,-112.6731
548,O=C(O)CCNc1cc(N2CCc3ccccc3CC2)nc(-c2cccnc2)n1,30.0,10.5639,1.8805,6.7242,-13.9452,-99.9243,-103.1723
2112,CCOC(=O)CCNc1cc(N2CCc3ccccc3CC2)nc(-c2cccnc2)n1,2.31,12.4846,0.8951,6.7839,-11.8118,-101.1945,-92.4465
547,O=C(O)c1ccnc(-c2cc(C(=O)NCCc3ccccc3)ccn2)c1,30.0,9.4389,1.5426,6.7638,-14.0166,-92.0071,-103.2639
2204,COC(=O)c1ccnc(-c2cc(C(=O)NCCc3ccccc3)ccn2)c1,1.98,10.9313,0.5997,6.8208,-12.9894,-91.4844,-93.819
536,O=C(O)CCNc1cc(N2CCc3ccccc3CC2)nc(-c2ccccn2)n1,30.0,10.194,1.9304,6.5727,-13.9382,-97.1757,-96.2721
2412,CCOC(=O)CCNc1cc(N2CCc3ccccc3CC2)nc(-c2ccccn2)n1,1.5,12.0012,0.9499,6.5909,-11.8071,-97.8089,-85.0554
530,NC(=O)c1cccc(-c2cc(Nc3ccc(OC(F)(F)F)cc3)ncn2)c1,30.0,7.5373,2.6444,8.0916,-12.246,-102.377,-96.5613
543,O=C(NCCO)c1cccc(-c2cc(Nc3ccc(OC(F)(F)F)cc3)ncn2)c1,30.0,9.6704,2.2893,9.7037,-9.1438,-119.282,-108.6064
449,O=[S+]([O-])(Nc1ccc(C2CCNCC2)cc1)c1ccc(NCc2ccc(Br)cc2O)cc1,30.0,11.3117,2.5343,9.0062,-8.0912,-111.6003,-109.8707
450,O=[S+]([O-])(Nc1ccc(C2CCNCC2)cc1)c1ccc(NCc2ccc(Cl)cc2O)cc1,30.0,11.1324,2.5862,8.8254,-8.3494,-110.2376,-108.8151
448,Cc1ccc(S(=O)(=O)Nc2cnccc2C(=O)Nc2nc(C(=O)O)cs2)cc1,30.0,7.6657,3.2928,8.5189,-14.0651,-111.044,-119.1129
2231,CCOC(=O)c1csc(NC(=O)c2ccncc2NS(=O)(=O)c2ccc(C)cc2)n1,1.9,10.4982,2.1268,9.3157,-11.9243,-120.1848,-112.4921
429,N#Cc1cnc(NS(=O)(=O)c2ccc(NC(=O)Cc3ccc(F)c(Cl)c3)cc2)s1,30.0,7.8476,1.8774,7.6158,-15.766,-97.5695,-110.759
440,O=C(Cc1ccccc1)Nc1ccc(S(=O)(=O)Nc2nccs2)cc1,30.0,8.2225,1.5884,6.0912,-13.0263,-82.8631,-90.0983
400,NS(=O)(=O)c1ccc(NC(=O)c2cc3ncccn3n2)cc1,30.0,6.2816,2.6719,6.8335,-12.8841,-95.4087,-94.5608
2002,CCc1ccc(NC(=O)c2cc3ncccn3n2)cc1,2.8,6.8318,0.8107,4.1369,-12.6926,-63.2134,-64.6383
396,CC(=O)NCc1ccc(-c2csc(Nc3cccc(C)c3)n2)o1,30.0,7.5343,1.4379,5.2287,-11.8041,-73.5268,-82.1452
401,CC(=O)NCc1ccc(-c2csc(Nc3cc(C)cc(C)c3)n2)o1,30.0,7.7987,1.613,5.2726,-10.8067,-73.9429,-81.3608
363,CCNC(=O)C[C@@H]1N=C(c2ccc(Cl)cc2)c2cc(OC)ccc2-n2c(C)nnc21,30.0,11.5182,0.5939,7.1654,-12.5859,-98.5283,-97.2144
916,Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2,21.25,7.3899,0.0,3.2667,-15.8386,-51.2832,-51.2075
336,Nc1ncc(S(=O)(=O)N2CCOCC2)s1,30.0,5.9103,1.712,6.022,0.2852,-79.4757,-62.377
337,CC(=O)Nc1ncc(S(=O)(=O)N2CCOCC2)s1,30.0,7.9554,0.7696,7.0849,0.6972,-88.5907,-70.0923
332,COc1cc(Cl)cn2c(-c3cccc(NC4CNC4)n3)cnc12,30.0,7.4637,1.2685,5.8505,-12.0997,-86.5047,-84.9275
1177,Clc1ccc2ncc(-c3cccc(NC4CNC4)n3)n2c1,13.59,6.5561,1.2499,4.6256,-12.7852,-74.1029,-77.4661
330,COc1ccc(Cl)cc1C(=O)NCCc1ccc(S(N)(=O)=O)cc1,30.0,8.7469,2.6818,8.2054,-3.1014,-100.332,-95.9768
2409,CCOc1ccc(CCNC(=O)c2ccccc2)cc1OCC,1.5,9.4432,0.5684,5.392,-3.6575,-67.6562,-67.3922
325,Cc1ccc(-c2csc(Nc3ccc(S(=O)(=O)Nc4nccs4)cc3)n2)cc1C,30.0,8.4359,1.8359,5.2865,-16.8735,-78.8319,-89.4303
326,O=S(=O)(Nc1nccs1)c1ccc(Nc2nc(-c3ccc(F)cc3)cs2)cc1,30.0,7.7175,1.922,6.5036,-18.1267,-87.1128,-100.5587
263,Cc1cc(C)nc(NC(=S)N2CCN(c3cc(C(F)(F)F)nc4ccccc34)CC2)c1,30.0,10.2584,0.6549,7.2308,-9.3222,-93.4863,-83.8996
271,Cc1cc(C)nc(NC(=S)N2CCN(c3cc(C(F)(F)F)nc4ccc(C(F)(F)F)cc34)CC2)c1,30.0,11.8684,0.7599,10.8214,-5.6965,-122.8587,-100.3589
261,Cc1cc(C)nc(NC(=S)N2CCN(Cc3cccc(C(F)(F)F)c3)CC2)c1,30.0,10.6994,0.7159,7.7674,-1.3004,-95.2348,-77.8887
554,Cc1cc(C)nc(NC(=S)N2CCN(Cc3ccc(C(F)(F)F)cc3)CC2)c1,30.0,10.4687,0.6913,7.5921,-1.3012,-93.4972,-76.8121
256,Cc1cc(SCc2sc(-c3ccc(C(F)(F)F)cc3)nc2C)ccc1OCC(=O)O,30.0,10.3984,0.8358,8.8433,-5.7543,-94.0683,-85.867
923,Cc1cc(SCc2sc(-c3ccc(C(F)(F)F)c(F)c3)nc2C)ccc1OCC(=O)O,21.0,10.0425,1.0456,9.3213,-5.0201,-97.4665,-91.6849
241,O=C(NC1CCCc2c1cnn2-c1ccc(F)cc1F)c1ccccc1,30.0,9.1546,0.6171,6.5515,-13.7371,-78.6377,-88.3169
2528,Cc1cccc(-n2ncc3c2CCCC3NC(=O)c2c(F)ccc(F)c2F)c1C,0.96,9.5551,0.8917,7.4133,-11.0057,-84.9173,-90.8542
231,CC(=O)c1ccc(N2CCN(S(=O)(=O)c3ccc4c(c3)n(C)c(=O)n4C)CC2)cc1,30.0,13.8232,0.0,8.8718,-10.2535,-115.2791,-84.3084
233,CC(=O)c1ccc(N2CCN(S(=O)(=O)c3ccc4[nH]c(=O)[nH]c4c3)CC2)cc1,30.0,10.4885,1.8206,8.3328,-12.2466,-109.7782,-103.2146
222,O=C(O)C1CCN(c2ncc(-c3ccc4c(c3)OCCCO4)s2)CC1,30.0,10.2397,0.8474,7.7551,-10.2231,-95.7566,-95.3733
2094,CCOC(=O)C1CCN(c2ncc(-c3ccc4c(c3)OCCCO4)s2)CC1,2.37,11.8449,0.0,7.8281,-8.0899,-96.9552,-82.7678
218,CC(=O)c1ccc(N2CCN(S(=O)(=O)c3ccc4c(c3)CC(=O)N4)CC2)cc1,30.0,11.87,0.8824,8.1767,-10.912,-105.022,-93.7298
770,CC(=O)c1ccc(N2CCN(S(=O)(=O)c3cc4c(cc3Cl)NC(=O)C4)CC2)cc1,28.0,11.5736,0.9082,8.4706,-9.3795,-106.3223,-95.716
216,Cn1c2cc([S+](C)[O-])sc2c2cnn(Cc3cccc(N)c3)c(=O)c21,30.0,8.4951,1.3408,7.0644,-13.8683,-90.4735,-86.11
1880,CSc1cc2c(s1)c1cnn(Cc3cccc(N)c3)c(=O)c1n2C,3.6,7.7386,1.197,5.5055,-14.7408,-79.6108,-75.405
881,CN=C1CN=C(c2ccc[nH]2)c2cc(Cl)ccc2N1,22.99,6.1041,1.5335,4.0674,-10.6148,-64.1212,-71.3676
881,CN=C1CN=C(c2ccc[nH]2)c2cc(Cl)ccc2N1,22.99,6.1041,1.5335,4.0674,-10.6148,-64.1212,-71.3676
199,NC(=O)C1CCN(c2ncc(Br)cn2)CC1,30.0,6.8495,1.403,5.5734,-1.1457,-79.0294,-62.3385
200,NC(=O)C1CCN(c2nccc(Cl)n2)CC1,30.0,6.5935,1.4805,5.2789,-1.3956,-76.6557,-62.1603
179,CCC(=O)NC(c1cccs1)c1cc([N+](=O)[O-])c2cccnc2c1O,30.0,8.7862,1.5784,7.687,-12.3424,-90.7709,-96.0283
1714,CC(=O)NC(c1cccs1)c1cc(Br)c2cccnc2c1O,5.21,6.5616,1.8897,5.6994,-10.6946,-71.489,-82.1836
160,Cn1nnnc1Sc1ncnc2sccc12,30.0,4.3433,0.0,2.5526,-11.0501,-45.8961,-42.6987
981,Cn1nnnc1Sc1ncnc2scc(Br)c12,19.58,3.7948,0.0,2.4297,-9.2528,-43.3756,-41.511
157,CCN(CC)CCNC(=O)c1c(C)[nH]c(C=C2C(=O)Nc3ccc(F)cc32)c1C,30.0,10.2422,2.0775,8.3924,-4.6964,-108.9568,-113.6532
1727,O=C1Nc2ccccc2/C1=C/c1ccc[nH]1,5.1,4.0504,1.6762,3.0202,-14.3314,-44.8496,-59.181
155,CN1C[C@@H]2C[C@H]1CN2c1cc2c(cc1F)c(=O)c(C(=O)O)cn2C1CC1,30.0,9.2372,1.0472,8.0361,-11.5546,-98.0686,-103.9101
720,O=C(O)c1cn(C2CC2)c2cc(N3C[C@@H]4C[C@H]3CN4)c(F)cc2c1=O,30.0,8.2962,1.5474,7.9922,-12.6354,-98.8698,-108.6703
148,CNS(=O)(=O)c1cc(-c2nn3c(C)nnc3c3ccccc23)ccc1C,30.0,9.4405,0.7525,5.6638,-14.5138,-81.9646,-73.4737
1760,COCCNS(=O)(=O)c1cc(-c2nn3c(C)nnc3c3ccccc23)ccc1C,4.77,11.256,0.8604,7.4193,-11.2521,-101.7352,-89.1658
142,Cc1cccc(C(=O)Nc2ccc(N3CCC(N4CCCCC4)CC3)c(C(=O)O)c2)c1,30.0,11.2685,1.4007,7.1415,-6.4318,-96.4264,-102.8583
143,O=C(Nc1ccc(N2CCC(N3CCCCC3)CC2)c(C(=O)O)c1)c1ccc(Br)cc1,30.0,11.3617,1.4585,8.2815,-5.6281,-105.6114,-111.2395
131,COCCNc1ncnc2onc(-c3ccc(F)cc3)c12,30.0,7.5317,0.7844,6.4227,-9.4099,-83.7956,-81.9249
1230,CC(C)CNc1ncnc2onc(-c3ccc(Cl)cc3)c12,12.0,6.8153,0.7128,4.4289,-8.5237,-65.833,-61.763
114,COc1cc(NC(=O)c2nc3ccccc3n(C)c2=O)cc(OC)c1OC,30.0,10.4359,0.9773,8.8134,-12.2365,-108.6835,-100.23
1970,COC(=O)c1ccc(NC(=O)c2nc3ccccc3n(C)c2=O)cc1,2.98,9.3037,0.8925,7.4753,-14.1589,-95.4968,-88.7716
113,Cc1nc2sccn2c(=O)c1S(=O)(=O)Nc1ccc(N2CCN(S(C)(=O)=O)CC2)cc1,30.0,11.9408,0.9258,9.2027,-9.7473,-121.0372,-100.6164
1032,Cc1nc2sccn2c(=O)c1S(=O)(=O)Nc1ccc(N2CCN(C)CC2)cc1,17.84,9.9035,0.8325,7.2193,-10.588,-101.4401,-96.0083
112,Cc1nnc2c3ccccc3nc(N3CCN(c4ccccc4)CC3)n12,30.0,9.3587,0.0,3.8806,-19.15,-69.5872,-60.3861
1041,Cc1cccc(N2CCN(c3nc4ccccc4c4nnc(C)n34)CC2)c1C,17.56,10.0342,0.0,3.8946,-17.1533,-69.776,-58.5897
98,O=C(Nc1ccc2oc(-c3cccnc3)nc2c1)c1ccc(-c2cccc(Cl)c2)o1,30.0,8.84,0.6542,6.5486,-24.8569,-86.2539,-100.1451
1145,O=C(Nc1ccc2oc(-c3cccnc3)nc2c1)c1ccc(-c2ccccc2)o1,14.41,8.9531,0.649,5.9501,-26.3916,-82.1238,-97.2411
89,CCN1CCCC1CNC(=O)c1cc(S(=O)(=O)CC)c(N)cc1OC,30.0,10.7364,2.1385,8.9353,4.1186,-115.8695,-102.7615
2290,CCc1cc(Cl)c(OC)c(C(=O)NC[C@@H]2CCCN2CC)c1O,1.71,8.7065,1.514,7.1286,4.6677,-87.605,-81.4421
74,CCCCCn1c(=O)[nH]c2cc(C(=O)NCCCN3CCCCC3)ccc2c1=O,30.0,11.8789,1.3518,8.2659,1.0441,-111.8434,-98.5653
1079,CCCCCn1c(=O)[nH]c2cc(C(=O)NCCCN3CCC(C)CC3)ccc2c1=O,16.0,12.1144,1.3334,8.3154,2.1616,-112.3546,-97.7476
60,CCCOc1ccc2nc(NC(=O)OC)[nH]c2c1,30.0,6.5809,1.6469,6.0789,-5.3615,-79.6792,-78.7708
1343,COC(=O)Nc1nc2ccc(SC(C)C)cc2[nH]1,9.99,5.9982,1.5893,5.2592,-3.4327,-70.7439,-67.3603
59,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3ccccc3nc2-1,30.0,9.3072,0.7947,7.0696,-18.0516,-87.3404,-90.9927
728,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2c-1nc1ccccc1c2CCNC(C)C,30.0,11.638,1.3874,8.3777,-11.4652,-108.458,-104.7008
45,O=c1c(-c2ccc(O)cc2)coc2cc(O)ccc12,30.0,5.8269,1.6947,6.1576,-15.25,-69.6923,-84.9423
51,O=c1c(-c2ccc(O)cc2)coc2cc(O)cc(O)c12,30.0,5.0886,2.6488,7.1102,-15.6023,-79.6133,-95.2156
35,OCCNc1ncnc2c1ncn2[C@@H]1O[C@@H](CO)[C@H](O)[C@@H]1O,30.0,8.2922,4.4785,11.1177,-0.1761,-144.0812,-119.9995
40,Nc1ncnc2c1ncn2[C@H]1O[C@@H](CO)[C@@H](O)[C@H]1N,30.0,5.4536,5.2678,9.0696,-3.1273,-127.1872,-109.9428
24,Nc1c(-c2ccccc2)cnc2c(-c3ccccc3)cnn12,30.0,6.2543,1.4974,2.82,-20.0156,-52.1297,-63.6779
25,Cc1nc2c(-c3ccccc3)cnn2c(N)c1-c1ccccc1,30.0,6.6129,1.4972,2.7963,-19.0161,-51.5582,-62.1328
20,C#CC1(O)CCC2C3CCC4=C/C(=N/OCC(=O)NCC(=O)NC(C(=O)O)C(C)C)CC[C@]4(C)C3CC[C@@]21C,30.0,16.1507,3.1253,11.6069,2.0556,-145.2296,-133.1156
1845,C#C[C@]1(OC(C)=O)CC[C@H]2[C@@H]3CCC4=C/C(=N/O)CC[C@@H]4[C@H]3CC[C@@]21CC,3.98,10.8467,0.674,5.4394,-3.0326,-67.7644,-60.8913
4,CC(C)(C)n1nc(-c2ccc(Cl)cc2)c2c(N)ncnc21,30.0,6.7431,1.474,4.5849,-8.3831,-72.1921,-64.5866
1753,Cc1ccc(-c2nn(C(C)(C)C)c3ncnc(N)c23)cc1,4.87,6.8947,1.3691,3.7858,-8.9234,-66.5723,-58.7276
2531,CCNC(=O)N1CCCN(c2ccc(C(=O)NCCc3ccc(Cl)cc3Cl)cc2NC(=O)c2cccc(Cl)c2)CC1,0.9,15.949,1.7996,11.5069,-7.4028,-147.9164,-145.3644
2527,COCCNC(=O)[C@H]1C[C@H](Oc2ccccc2)CN1Cc1ccc2[nH]ccc2c1,0.97,11.3543,1.1608,7.3378,-8.4293,-99.3084,-100.0053
2525,COC(=O)[C@H](Cc1ccc(O[S+](=O)([O-])c2cccc3cnccc23)cc1)N[S+](=O)([O-])c1ccc2cnccc2c1,1.0,15.1963,0.8567,12.288,-17.8864,-142.6123,-126.0808
2524,CN1CCc2cc3c(cc2C1)OCO3,1.0,5.3914,0.0,3.544,-6.1743,-44.8188,-39.9373
2523,CN([C@@H](Cc1ccc(OS(=O)(=O)c2cccc3cnccc23)cc1)C(=O)N1CCN(c2ccccc2)CC1)S(=O)(=O)c1cccc2cnccc12,1.0,20.413,0.0,11.9143,-26.4678,-158.695,-132.0267
2522,COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)OCCN1CCOCC1)C(=O)OC2,1.0,14.3455,1.0241,11.5185,1.3885,-132.1767,-105.0688
2521,Cc1ccc(S(=O)(=O)N2CCCc3cc(NS(=O)(=O)c4ccccc4)ccc32)cc1,1.0,11.4598,0.8561,6.9987,-13.5519,-89.0186,-75.2591
2519,Cc1cccc2nc(-c3cccnc3)c(Nc3ccc(C(C)C)cc3)n12,1.0,8.2495,0.6336,2.9836,-15.8202,-55.2282,-64.4362
2518,Cc1ccc(S(=O)(=O)NC2CCCCC2)cc1,1.0,6.7201,0.7239,3.76,2.2153,-48.7014,-37.7281
2517,COC(=O)CSc1nc(-c2ccccc2)cc(-c2ccco2)c1C#N,1.0,9.3776,0.0,5.4795,-16.5994,-72.468,-82.7949
2516,CCOC(=O)C1CCN(C(=O)Nc2ccc3c(c2)nc(C)n3C)CC1,1.0,11.4873,0.6064,7.9003,-4.9166,-105.7638,-84.9118
2515,O=C(COC(=O)CCC(=O)c1cccs1)NCc1ccco1,1.0,8.5151,0.5416,6.8699,-5.8685,-81.2745,-78.9782
2514,Cc1ccc(S(=O)(=O)NCc2ccccc2)cc1,1.0,7.0216,0.7966,3.5613,-4.6084,-47.164,-43.8662
2513,Cc1cnc(SCc2ccccn2)nc1C1CCCN(C(=O)c2scc3c2CCCC3)C1,1.01,12.4341,0.0,5.5768,-10.3068,-83.6379,-73.9528
2512,O=c1[nH]nc(Sc2ncc([N+](=O)[O-])s2)n1-c1ccc2c(c1)OCCO2,1.02,6.4813,1.1231,7.2331,-16.6693,-87.5799,-95.6785
2511,Cc1ccc(NS(=O)(=O)c2c(C)[nH]c(C)c2C(=O)N2CCCC2)cc1Cl,1.03,9.1484,1.3767,7.1477,-4.3761,-90.9278,-82.4378
2510,Cn1nnnc1Sc1ncnc2scc(-c3cc4ccccc4o3)c12,1.05,6.7502,0.0,3.9529,-22.1641,-62.7988,-69.309
2509,CC(C)NC(=O)C1CCN(C(=O)c2cc3sccc3n2Cc2ccc(Cl)cc2)CC1,1.05,11.6833,0.5242,7.133,-8.0622,-93.1205,-86.0733
2507,CC(C)n1cc(-c2ccc3c(c2)N(C)CC3)c2c(NS(=O)(=O)c3ccn(C)n3)ccnc21,1.07,11.3487,0.9904,6.6513,-16.4909,-100.8512,-97.1003
2506,CCN(CC)C(=O)N1c2ccccc2C=Cc2ccccc21,1.07,8.497,0.0,3.2778,-10.4865,-48.0244,-37.4474
2503,CN1CCN(C2=Nc3ccccc3Sc3ccc(Cl)cc32)CC1,1.11,7.8716,0.0,3.7145,-8.8223,-55.2267,-54.5238
2501,CCC(CC)C(=O)NC[C@@H]1C=C(C)[C@H](Cc2nc3c(C)cccc3[nH]2)C[C@H]1C(C)C,1.12,11.1779,0.9121,4.5885,3.6945,-70.7969,-67.1024
2498,CC(CNC(=O)C1CCN(Cc2cc3ccccc3n2Cc2ccccc2)CC1)c1ccccc1,1.15,12.9191,0.5215,4.3859,-12.7128,-69.7631,-79.446
2496,CC(C)CS(=O)(=O)c1oc(-c2ccc(F)cc2)nc1S(=O)(=O)c1ccccc1,1.18,10.3609,0.0,8.0283,-7.7049,-89.7519,-70.5236
2495,Cc1ccc(CN2C(=O)C(O)(CC(=O)c3ccc(C)cc3)c3ccccc32)cc1,1.18,10.2738,0.7545,5.4135,-13.9475,-67.2923,-75.8932
2494,O=C(CSc1nc(-c2ccc(F)cc2)[nH]c1-c1ccc(F)cc1)Nc1ccc2c(c1)OCCO2,1.19,11.1071,1.3844,9.796,-19.7537,-115.0517,-129.3593
2493,COc1ccc(CN2C(=O)[C@@H]3C[C@@H](CN3Cc3cccs3)Oc3ccccc32)cc1,1.2,12.0303,0.0,6.6224,-15.5093,-85.0708,-78.9789
2492,CSc1nn(Cc2cccc(C)c2)c(N)c1S(=O)(=O)c1ccccc1,1.2,8.5906,1.4006,5.3078,-9.0068,-74.3695,-70.2614
2491,CCOC(=O)C1=C(CN(CC)Cc2ccccc2)NC(=O)NC1c1ccc(OC(C)C)cc1,1.2,13.107,1.5823,8.7187,-3.774,-113.2601,-106.3159
2485,O=S(=O)(Nc1ccc(-c2cccnc2)c2cccnc12)c1cccc(C(F)(F)F)c1,1.25,9.6393,0.9375,8.0459,-15.7599,-94.738,-94.2614
2484,CCc1ccccc1-n1c(SCC(=O)Nc2ccc(C)cc2)nc2n[nH]c(C)c2c1=N,1.25,10.1499,2.2943,6.3041,-13.9885,-98.8662,-100.573
