smiles,sdc,sdx,sa,dga,dgp,dgtot
CC1=CC(=CC=C1)C2=NOC(=N2)[C@@H]3CC4=C(CN3C(=O)CC(C)(C)CC(=O)O)NC=N4,12.5091,1.6023,6.4353,-10.6788,-126.746,-109.7787
CC1=CC(=CC=C1)C2=NOC(=N2)[C@@H]3CC4=C(CN3)NC=N4,6.9511,1.4251,4.1148,-13.4468,-74.9968,-73.162
COC1=C(C=C2C(=C1)CCN=C2C[C@H]3CN(CC[C@H]3CC(=O)O)S(=O)(=O)C4=CC=CC(=C4)C#N)OC,15.7361,0.9863,6.5089,-10.6296,-135.1328,-124.3409
CCOC(=O)N1CCN(CC1)C(=O)CN2C(=O)C3=C(S2)N=C(C=C3C)C,12.6352,0.0,5.7648,-5.0431,-114.5383,-76.0747
C1CCN(CC1)CCOC(C2=CC=CC=C2Cl)C3=CC4=NC=CC(=C4N3)C(=O)O,9.1404,1.9944,4.7544,-6.7316,-96.5522,-99.3044
COC1=NC=C(C=N1)C2=NNC3=C2CC(=O)N(C3)C4=CC=CC=C4,8.9949,0.7485,4.574,-16.981,-87.009,-84.0612
CC(=O)N1CCC(CC1)NC(=O)C2=C3C=CNC3=CC(=N2)C4=CC=CC=C4,10.0468,1.2686,4.7873,-13.5096,-93.0392,-94.8732
C1=CC=C(C=C1)C2=NC(=C3C=CNC3=C2)C(=O)NCCCN4C=CN=C4,8.8889,1.2748,4.5707,-17.1275,-85.3899,-91.3695
C1CC(=O)NC1CNC(=O)C2=C3C=CNC3=CC(=N2)C4=CC=CC=C4,8.0986,2.2727,4.6914,-15.613,-91.0524,-103.2307
CC1=CC(=C(C(=O)N1)CNC(=O)C2=C3C=CN(C3=CC(=N2)C4=CC=C(C=C4)CN(C)C)C(C)C)C,11.8926,1.7967,5.5033,-10.2846,-105.6264,-112.1836
CN1CCC(CC1=O)CNC(=O)C2=C3C=CN(C3=CC(=N2)C4=CC=CC=C4OC)C,12.1573,0.5667,5.4442,-11.8345,-107.4238,-107.3621
CN1C=CC2=C(N=C(C=C21)C3=CC=CC(=C3)CO)C(=O)NCCC(=O)N,8.714,3.0615,5.5718,-10.2554,-109.2499,-116.1234
CC1=C(C(=NO1)C)C2=CC(=CN3C2=CN=C3)C4=CC5=C(CNC5=O)C=C4,8.5705,0.8393,3.956,-22.0858,-76.3475,-88.3684
CC(=O)NC1=CC=CC(=C1)C2=NC(=C3C=CN(C3=C2)CCOC)C4=CCOCC4,11.4301,0.5549,4.7145,-10.1864,-95.1376,-101.9195
COC1=C(C=C(C=C1)C2=NN3C(=NC=C3NC4=CC=C(C=C4)C(=O)N)C=C2)OC,9.3481,2.4234,5.585,-19.4033,-108.0472,-114.6879
CNC(=O)C1=CC=CC(=C1)C2=CN=C(C3=C2CCO3)NC4=CC=CC(=C4)C(F)(F)F,10.138,1.5833,5.0007,-13.6537,-105.3431,-105.0653
COCCNC(=O)C1=CC=C(C=C1)C2=NC=C3N2C=C(N=C3)C4=CC(=CC=C4)F,11.1911,0.6259,5.0446,-15.5996,-102.0948,-109.8192
CC(=O)NCCNC(=O)C1=CC=C(C=C1)C2=NC=C3N2C=C(N=C3)C4=CC(=CC=C4)F,11.7108,1.4618,5.8022,-17.4066,-115.5941,-125.2882
C1=CC(=CC(=C1)F)C2=CN3C(=CN=C3C4=CC=C(C=C4)C(=O)NCCCO)C=N2,10.4214,1.3693,5.0377,-15.5941,-102.4708,-110.6372
C1CC(=O)N(C1)CCCNC(=O)C2=CC=C(C=C2)C3=NC=C4N3C=C(N=C4)C5=CC=CC=C5,13.0236,0.5468,5.341,-19.3577,-104.3063,-107.3684
C1=CC=C(C=C1)C2=CN3C(=CN=C3C4=CC=C(C=C4)C(=O)O)C=N2,7.6615,1.0029,3.4688,-20.7067,-70.282,-83.4193
C1CS(=O)(=O)CCN1C(=O)C2=CC=C(C=C2)C3=NC=C4N3C=C(N=C4)C5=CC=CC=C5,12.6899,0.0,4.9287,-19.9604,-99.4301,-96.2221
CNC(=O)C1CCN(CC1)C(=O)C2=CC=C(C=C2)C3=NC=C4N3C=C(N=C4)C5=CC=CC=C5,13.0434,0.5557,5.3638,-19.3456,-104.6961,-107.9269
C1=CC(=CC(=C1)F)C2=CN3C(=CN=C3C4=CC=C(C=C4)C(=O)NCCC5=CN=CN5)C=N2,11.1466,1.2739,5.6951,-23.3202,-110.1532,-125.6513
C1CC(CCC1COC(C2=CC=CC=C2Cl)C3=CC4=NC=CC(=C4N3)C(=O)O)(F)F,10.4318,2.0152,5.008,-6.0729,-110.0876,-109.5184
CC1=C(C(=NO1)C)C2=NC(=C3C=C(N(C3=C2)C)C4=CC=CC=C4)C5=CC(=CC=C5)NC(=O)C,11.3638,0.5952,4.2436,-22.3258,-83.0497,-101.293
CC1=CC2=C(N=C(C=C2N1C)C3=C(ON=C3C)C)C4=CN(N=C4)C,8.6846,0.0,3.8965,-14.6753,-70.4926,-77.1412
CC1=CC2=C(N=C(C=C2N1CCN(C)C)C3=C(ON=C3C)C)C4=CC(=C(C=C4)OC)OC,11.9932,0.0,4.9407,-9.9741,-95.1994,-93.6834
CN1C2=C(N=C(C(=C2)C3=CC(=CC=C3)Cl)C4=CC=CC=C4)N=C1C(=O)NCCN(C)C,10.7288,0.6206,4.7335,-12.6201,-90.4724,-84.9818
CN1CCC(CC1)NC(=O)C2=NC3=C(N2C)C=C(C(=N3)C4=CC=CC=C4)C5=CC(=NC=C5)OC,12.3934,0.6423,5.836,-15.7062,-110.016,-101.3191
CC1=NC=CC(=C1)C2=CC3=C(N=C2C4=CC=CC=C4)N=C(N3C)C(=O)NCCN(C)C,10.8962,0.5906,5.0154,-13.2204,-92.1254,-87.0547
CN1C2=C(N=C(C(=C2)C3=CC(=CC=C3)F)C4=CC=CC=C4)N=C1C(=O)NCCN(C)C,11.1521,0.6154,5.0119,-13.4095,-97.4085,-92.6837
CN1CC2=C(N=C(C=C2C1=O)N3CCOCC3)C4=CC=CC=C4OC(F)(F)F,10.7464,0.0,4.9346,-8.1576,-103.3835,-80.9344
C=CC(=O)N1CCCN(CC1)C2=NC(=NC(=C2)NCCC(=O)O)C3=CC=CC=N3,12.7104,1.6868,6.7324,-8.1705,-129.8299,-113.6886
CN1CCCC1CCOC(C2=CC=CC=C2Cl)C3=CC4=NC=CC(=C4N3)C(=O)O,9.6543,1.8206,4.9197,-6.7178,-100.1627,-106.8805
CC1=NC2=C(N1)C=C(C=C2)C(=O)N3CCC4(CC3)CC5=C(C(=O)C4)N(N=C5)C(C)C,11.9882,0.666,5.2975,-12.2337,-101.7331,-98.8249
C1C(C2=C(NC1=O)N=C(S2)N)C3=C(C(=CC=C3)F)F,4.5256,2.8261,3.8318,-9.9528,-77.1277,-85.4677
C1C(C2=C(NC1=O)N=C(S2)N)C3=CC=CC=C3,4.3773,2.5714,3.1083,-11.4422,-58.9741,-70.6125
C1C(C2=C(NC1=O)N=C(S2)N)C3=C(C=C(C=C3)F)F,4.564,2.9267,3.8673,-9.9501,-78.4313,-89.9331
C1CN(CC2=C1N=C(N2)C3=CC=C(C=C3)C(=O)N)C(=O)CN4CCOCC4,10.599,2.2357,6.352,-8.2433,-121.92,-112.4227
C1C(CN(C1=O)C2=NNC3=C2C=CC(=C3)Br)C(=O)NC4=CC=CC=C4,8.612,1.4126,4.4356,-14.9323,-88.8506,-94.996
CC1=CC(=NC=C1)NC(=O)C2CC(=O)N(C2)C3=NNC4=C3C=CC(=C4)Br,8.5487,1.6448,4.8264,-13.9893,-94.3339,-101.0775
C1COCCC1CNC(=O)C2CC(=O)N(C2)C3=NNC4=C3C=CC(=C4)Br,10.0346,1.4129,5.2036,-5.9886,-104.6511,-102.9363
C1COCCN1CCNC(=O)C2CC(=O)N(C2)C3=NNC4=C3C=CC(=C4)Br,11.2721,1.3773,6.2426,-4.884,-122.4912,-114.1529
C1CC(C2=C(C1)C3=C(N2)C=CC(=C3)Cl)NC(=O)C4=CC=NC=C4,7.4083,1.4016,3.5501,-13.3044,-70.4765,-83.7809
C1CC(C2=C(C1)C3=C(N2)C=CC(=C3)Cl)NC(=O)CNC(=O)C4=NC=CN=C4,9.2166,2.6369,5.6024,-13.0055,-109.047,-115.764
C1CC(CN(C1)C2=NC(=NC3=C2CCC3)C4=CC=CC=C4)C(=O)N5CCC(CC5)N,11.9389,0.9378,5.2229,-7.9559,-97.5181,-84.4195
C1=CC(=CC=C1C2=NC=C(C(=N2)C3=CC=NC=C3)C(=O)O)F,7.2966,1.0502,4.0559,-14.7578,-83.138,-93.1393
CC1=NC=C2CNCCC2=C1CNC(=O)CN3C=NC4=CC=CC=C4C3=O,10.3126,1.2133,5.4342,-12.3238,-103.164,-102.7707
CCOC1=CC(=O)N2CCCCC2=C1C(=O)NC3=CC(=C(C=C3OC)Cl)OC,11.2403,1.0614,5.3466,-5.3381,-112.7325,-110.1756
C1CN(CCN(C1)C2=CC=C(C=C2)F)CC3[C@H]4[C@@H]3CNC4,7.9803,0.4745,3.2907,-1.4111,-63.96,-61.7885
C1CC(CN(C1)C(=O)N)C(=O)N2CCCN(CC2)C3=CC=C(C=C3)F,11.5485,1.401,5.5744,-2.2037,-110.9188,-94.6468
C1C[C@@H](C[C@H]1NC2=NC=CC(=N2)C3=CC=NC=C3)NC(=O)CNC(=O)N,9.339,3.7565,6.9855,-8.5408,-129.0015,-131.9794
C1CN(CC1NC(=O)C2=CC=CC=C2)C3=NNC(=C3)C4=CC=C(C=C4)Cl,9.0606,1.3102,4.047,-13.933,-79.6476,-88.9484
C[C@H]1CN(C[C@@H]1C2=NC(=NO2)C3=CC=CC=C3)C(=O)NC4=CC=C(C=C4)F,10.4882,0.6543,4.5944,-13.7173,-92.8918,-82.9364
C[C@H]1CN(C[C@@H]1C2=NC(=NO2)C3=CC=CC=C3)C(=O)NC4=C(C=C(C=C4)F)F,10.5885,0.92,4.9526,-12.9712,-102.4638,-92.8325
C1CN(CC2=C1C(=O)N3C(=N2)C=CN3)C(=O)C4=CC5=C(C=C4)N=CC=C5,9.0744,0.9279,4.7265,-21.9075,-91.1842,-97.2829
CC1=NC=C(C=C1)C(=O)N2CCC3=C(C2)N=C4C=C(NN4C3=O)C5=CC=CC=C5,10.6665,0.8796,4.8342,-21.29,-93.867,-98.5299
C1CN(CC2=C1C(=O)N3C(=N2)C=C(N3)C4=CC=CC=C4)C(=O)CCC(=O)N5CC(=O)NC6=CC=CC=C65,13.58,1.7701,6.698,-25.1023,-132.7736,-134.6677
C1CN(CCC2=C1C(=O)NC(=N2)N3CCOCC3)CC4=C(C=CC(=C4)Cl)F,11.6085,0.8326,5.4349,-4.1036,-109.8555,-105.6661
C1CN(CCC2=C1C(=O)NC(=N2)N3CCOCC3)CC4=C(C=C(C=C4)Cl)F,11.2777,0.8287,5.3844,-4.1079,-108.381,-104.5063
C1CN(CCC1CC2=NC(=NO2)C3=NC=CN=C3)C(=O)C4=CC5=C(C=C4)OCO5,11.7979,0.0,5.7255,-17.4048,-112.1527,-92.7993
CC(C)CC(C)NC(=O)C1=NOC(=N1)C2=CC=CNC2=O,6.6058,1.6893,4.2893,-3.3129,-82.7907,-71.7842
COC1=C(C=C(C=C1)NC(=O)C2=CC(=NN2)C3=CC=CN3)OC,7.4069,2.2683,4.8666,-13.6238,-95.0869,-105.3445
CC1=NOC(=N1)C2=CN(N=N2)C3CCN(CC3)C(=O)C4=CC=C(C=C4)OC(F)(F)F,11.4606,0.0,5.8095,-9.9185,-115.8441,-82.932
CC1=C(C(=NO1)C)S(=O)(=O)N2CCC3(CC2)C4=C(CCN3)C5=C(N4)C=CC(=C5)OC,12.0388,1.1986,5.8465,-9.2962,-114.8952,-98.2554
CC1=NOC(=N1)[C@@H]2CN(C[C@H]2CO)C(=O)C3=NN(C4=CC=CC=C43)C,10.404,0.8474,5.3196,-10.7164,-103.2987,-82.0959
CC1=NOC(=N1)[C@@H]2CN(C[C@H]2COC)C(=O)C3=NNC4=CC=CC=C43,10.4519,0.7631,5.3544,-10.6212,-103.4356,-84.759
COC1=CC=C(C=C1)C(=O)NC2CCN(CC2)C3=CC(=O)N(N=C3)CC4CC4,12.1294,0.5379,5.3155,-8.502,-105.684,-97.9892
CC1=CC(=CC(=C1)C2=NC3=C(O2)C=C(C=C3)C4=C(C(=C(C=C4)OC)OC)OC)C,10.4633,0.0,3.4097,-15.8043,-73.5283,-72.8621
COC1=C(C(=C(C=C1)C2=CC3=C(C=C2)N=C(O3)C4=C(C(=CC(=C4)F)F)F)OC)OC,9.987,0.0,4.3966,-15.571,-98.0847,-99.1505
COC1=C(C(=C(C=C1)C2=CC3=C(C=C2)N=C(O3)C4=C(C=CC(=C4)F)F)OC)OC,10.3409,0.0,4.1869,-16.3081,-93.1556,-96.0335
CC1=CC=CC=C1C2=NC3=C(O2)C=C(C=C3)C4=C(C(=C(C=C4)OC)OC)OC,10.2305,0.0,3.3966,-16.7985,-73.1407,-73.4773
C[C@@H](C1=CN2C=CN=C2C=C1)N3C4=NC(=CN=C4N=N3)C5=CN(N=C5)C,9.0789,0.0,5.1267,-21.8978,-89.7498,-80.0486
CC(C)CN(CC(=O)N(CCCN1CCCC1=O)CC(=O)N)C(=O)CNCCC2=CC=CC=C2F,15.3723,2.4346,7.6662,7.7714,-153.5166,-114.3886
C1CCC(CC1)CN2CCCC(C2)C3=NN(C(=O)N3)C4=CC=C(C=C4)Cl,9.1939,0.7002,3.9045,-1.9401,-76.1393,-66.6655
COC1=CC=C(C=C1)C(=O)N2CCCC(C2)C3=NN(C(=O)N3)C4=CC=C(C=C4)OC,12.3016,0.8156,5.5487,-13.1271,-112.4509,-108.2458
COC1=CC=C(C=C1)N2C(=O)NC(=N2)C3CCCN(C3)C(=O)C4=CC=CC=C4,11.1427,0.8768,4.9032,-13.8087,-98.753,-94.2532
COC1=CC=C(C=C1)N2C(=O)NC(=N2)C3CCCN(C3)C(=O)C4CC4,10.4954,0.7586,4.8651,-9.2125,-97.0521,-88.464
C1CN(CCC1C2=NN(C(=O)N2)C3=CC=C(C=C3)F)C(=O)C4=CC=CC=C4,10.6496,0.8405,4.6766,-13.7482,-95.8083,-91.7781
COC1=CC=C(C=C1)N2C(=O)NC(=N2)C3CCN(CC3)C(=O)C4=CC=CC=C4,11.2079,0.8154,4.858,-13.8102,-97.752,-93.826
COC1=CC=C(C=C1)N2C(=O)NC(=N2)C3CCN(CC3)C(=O)C4CC4,10.5709,0.7583,4.9326,-9.2105,-98.1644,-88.9809
COC1=CC=C(C=C1)N2C(=O)NC(=N2)C3CCCN(C3)CC4CCCCC4,9.8209,0.7482,4.295,-2.7983,-83.6641,-75.3199
COC1=CC=C(C=C1)N2C(=O)NC(=N2)C3CCCN(C3)C(=O)CC4=CC=CC=N4,11.8217,0.8053,5.5284,-12.7574,-108.633,-103.8416
COC1=CC=C(C=C1)N2C(=O)NC(=N2)C3CCCN(C3)C(=O)NC4=CC=CC=C4,11.3496,1.4339,5.6178,-14.0282,-110.7639,-107.161
COC1=CC=C(C=C1)N2C(=O)NC(=N2)C3CCCN(C3)C(=O)C4=CC=CC=C4F,11.2923,0.8443,5.1291,-13.0669,-105.3987,-102.7358
CC/C=C\CC1C(CCC1=O)CC(=O)OC,8.7371,0.0,2.5779,6.4594,-58.4575,-41.1937
CC1=CC(=C(C=C1N2C=C(N=C2)C3CC3)C(=O)NC4=CC=CC(=N4)C5=NN=CN5C(C)C)F,11.9003,0.9331,5.8185,-17.1428,-111.1856,-103.2118
C1CC1NC2=CC(=CC3=NC(=NN23)NC(=O)C4=CN=CC=C4)C(F)(F)F,7.5879,1.8392,5.2016,-12.6538,-103.5632,-98.4633
CC(C)(CNC1=NC(=NC(=N1)C2=NC(=CC=C2)C(F)(F)F)NC3=CC(=NC=C3)C(F)(F)F)O,9.7679,2.5871,7.3106,-2.5268,-146.0938,-111.4617
CC1=CC(=CC(=C1OC)C)NC(=O)C2=NN(C3=C2CN(C[C@]3(C)C(=O)N)C(=O)C4=CC=CN4)CC5=CC=C(C=C5)F,14.8715,3.1186,7.9209,-17.8241,-158.2251,-163.9789
CCCS(=O)(=O)C1=NC(=CC(=N1)NC2CC2)C3=CC4=C(C=C3)N(C=C4)C5CC(NC(C5)(C)C)(C)C,11.8995,1.1571,5.319,-4.7357,-100.837,-81.5872
CN1C=C(C2=C(C1=O)C=NC=C2)C3=C(C=C(C(=C3)OC)CN(C)C)OC,10.7443,0.0,4.6303,-7.8649,-92.073,-92.9488
CC1=C(C(=NO1)C)C2=CC(=C(C=C2)C3=CC(=C(S3)NC(=O)N)C(=O)N)O[C@H]4CCNC4,8.6198,4.8204,6.7102,-12.8856,-128.8928,-137.8029
CCOP(=O)(CC1=CC=C(C=C1)C(=O)NC2=C(C=C(C=C2)Br)C#N)OCC,10.8564,0.8715,4.6144,-4.0753,-97.3861,-79.032
CC(C)C1=CC(=NN1)C(=O)N2CC[C@H](C2)NC(=O)C3CC3,9.0688,1.2008,4.6611,-2.395,-89.8803,-79.0944
C1CN(CCC1C(=O)N2CCC(CC2)N3CC4=CC=CC=C4C3=O)C(=O)C5=CC=CC=C5,14.1001,0.0,4.8013,-12.4991,-99.315,-87.7328
C[C@H](C1=NN=C2N1C=C(C=C2F)C3=CN(N=C3)C)N4C=CC5=C(C4=O)C=C(C=N5)OCCOC,13.4227,0.0,6.7454,-17.68,-131.6488,-115.7737
CN1CCN(CC1)C2CCN(CC2)C3=CC(=C(C=C3)NC4=NC=C(C(=N4)NC5=CC=CC=C5P(=O)(C)C)Cl)OC,14.3765,1.8368,7.216,-5.5391,-137.0817,-130.5982
C[C@]1([C@@H]([C@H](O[C@H]1N2C=CC(=NC2=O)N)CO)O)O,6.6011,4.0945,5.7259,2.7868,-116.0494,-97.4254
CCN1C(=NC(=N1)C2CCN(CC2)C(=O)CCO)C3=CN=C(C(=N3)C4=NN=C(O4)C(C)(C)C)N,14.3545,2.3202,8.5282,-4.845,-158.6023,-110.5328
C[C@@H]1CC(=O)NC2=CC=CC(=C2N1)C3=CN(N=C3)C(C)(C)C,7.7357,1.4577,3.8532,-6.5384,-72.4227,-74.3064
C1CCC(C1)[C@H]2[C@H]3CCC4=C(C3=NN2C5=CC(=C(C=C5)C#N)Cl)C=CC(=C4)C(=O)O,9.791,1.0007,3.8472,-17.2768,-78.7698,-91.7483
C1CCN(C1)C(=O)[C@@H]2CCCN(C2)C3=NC4=C(C=C3)NC(=N4)C5(CC5)N6C=C(C=N6)Cl,11.7642,0.7822,5.9044,-13.6232,-110.2706,-97.9995
C1CC1N2C=C(C(=O)C3=CC(=C(C=C32)N4C[C@@H]5C[C@H]4CN5)F)C(=O)O,8.348,1.6359,4.8844,-12.6302,-99.6914,-109.397
C1CCN(CC1)CCN2C3=CC=CC=C3N=C2C4=CC5=NC=CC(=C5S4)C(=O)O,9.4604,0.9218,4.5848,-15.4188,-88.7332,-93.6208
CC(C)CNC(=O)C1=CN2C=C(SC2=N1)C3=CC=CC=C3,6.6144,0.5798,2.8403,-9.8842,-54.7129,-55.6851
CC(C)C1=C(N=C2C(=CNN2C1=O)C#N)C3=CC=CC=C3,6.5575,0.9467,3.1412,-16.1465,-59.9425,-70.1599
CCN1CCN(CC1)C(=O)C2=NN3C=NN=C3C(=C2)C4=CC=C(C=C4)F,10.3643,0.0,4.984,-10.9967,-95.8626,-75.8851
C[C@@]1(C2=C(C=C(C=C2)C3=CNN=C3)C(=O)N1)C4=NC=NC=C4F,6.9651,1.9079,4.5734,-16.7932,-88.3449,-94.5833
C1CC(N(C1)C(=O)C2=CC=CC(=C2)C3=CC=CC=N3)C(=O)NC4CC4,9.8051,0.5818,3.873,-11.56,-77.7356,-80.069
CC1=CC=CC=C1C(=O)NC2CCN(CC2)C3=NN4C(=NN=C4C5CC5)C=C3,11.0245,0.5591,4.8041,-14.2379,-89.9098,-79.4015
CC[C@@]1(C2=C(COC1=O)C(=O)N3CC4=C(C5=CC=CC=C5N=C4C3=C2)CCNC(C)C)O,12.0003,1.3333,5.4532,-11.4611,-110.4541,-106.3567
C1CC(C1)(C2=CC=C(C=C2)N3C4=C(C=CC(=N4)C5=CC=CC=C5)N=C3C6=C(N=CC=C6)N)N,9.5324,2.4573,4.928,-24.7035,-89.2197,-100.9566
CS(=O)(=O)C1=CC=C(C=C1)C2=CN=C(N3C2=NN=C3)NCC4=CC=CO4,9.7462,0.7966,5.0149,-17.0958,-98.0357,-94.0998
C1CN(C[C@@H]1O)C2=C(C=C(C=N2)C(=O)NC3=CC=C(C=C3)OC(F)(F)Cl)C4=CC=NN4,10.104,2.3274,6.253,-10.503,-126.2444,-121.6836
CC1=C(N(N=N1)C)C2=CC3=C(C4=C(N3[C@@H](C5CCOCC5)C6=CC=CC=C6)C=C(C=C4)C(C)(C)O)N=C2,13.5568,0.5874,4.9992,-15.5671,-98.4194,-99.3951
C1=CC=C2C(=C1)/C(=C/C3=CC(=C(C(=C3)Cl)O)Cl)/C(=O)N2,4.3446,1.9336,2.5274,-11.7512,-55.191,-66.9422
COC1=CC(=NC=C1)NC(=S)N2CCN(CC2)C3=CC=CC(=C3)C(F)(F)F,10.5726,0.7539,5.193,-5.1722,-106.2742,-94.1237
CC[C@H](C)[C@@H]([C@@H](CC(=O)N1CCC[C@H]1[C@@H]([C@@H](C)C(=O)N[C@@H](CC2=CC=CC=C2)C3=NC=CS3)OC)OC)N(C)C(=O)[C@H](C(C)C)NC(=O)[C@H](C(C)C)N(C)C,25.0894,1.4513,10.1516,19.5013,-205.263,-154.183
CC1=CC(=NC=C1)NC(=S)N2CCN(CC2)C3=CC(=CC(=C3)Cl)Cl,8.4719,0.7199,3.8272,-5.4024,-74.51,-74.0394
COC1=CC(=CC(=C1OC)OC)[C@H]2[C@@H]3[C@H](COC3=O)[C@H](C4=CC5=C(C=C24)OCO5)O,12.384,0.7322,5.4896,-13.9953,-121.3737,-111.5451
CC1=CN2C(=C(C=C(C2=N1)C(=O)NCC3CCN(CC3)CC(C)C)Cl)N,8.5041,2.0027,5.1066,1.0589,-95.03,-87.2612
C1CN(CCC1C(=O)N)C2=NC(=CS2)C3=C4C5=CC=CC=C5SC4=CC=C3,8.5586,1.3369,3.6336,-18.3875,-70.9107,-80.7345
CCN(CC)CCCCNC1=NC2=NC(=C(C=C2C=N1)C3=C(C=CC=C3Cl)Cl)NC(=O)NC(C)(C)C,11.4926,2.1083,6.3984,1.8497,-119.7615,-109.9552
COC1=CC=C(C=C1)C2=CC=C(O2)C(=O)NC3CC(C3)C4=CC(=O)NC(=N4)N,9.2535,3.1404,5.995,-15.0804,-118.312,-129.8511
CCOC1=CC=C(C=C1)/C=C/C2=NC3=CC=CC=C3N2S(=O)(=O)C4=CC(=CC=C4)Cl,10.72,0.0,3.53,-15.9686,-77.0253,-72.5379
C[C@]12C[C@H]([C@@H]([C@@]1(CC(=O)[C@@]3([C@H]2CC=C4[C@H]3C=C(C(=O)C4(C)C)O)C)C)[C@](C)(C(=O)C=CC(C)(C)O)O)O,16.5773,2.83,6.5153,8.3553,-146.2308,-137.8754
CC1=CC(=NC(=N1)N2C(=CC(=N2)C)C)N3CCN(CC3)C4=CC=CC=C4,9.794,0.0,3.9574,-12.1311,-70.4543,-56.3005
CCC[C@@H](C1=CC=CC=C1)NC(=O)/C(=C/C2=NC(=CC=C2)Br)/C#N,8.7869,0.6897,3.3068,-8.6432,-65.9473,-72.7359
CCC(CC)C1=NC(=NC(=C1)[C@H]2CN3CC[C@H]2C[C@@H]3CNS(=O)(=O)C4=CC=CS4)C5=CC=NC=C5,13.2054,0.8982,5.3673,-9.1034,-103.6265,-97.4742
CC1(COC1)COC2=CC3=C(C=C2)N(C=N3)C4=NC5=C(C=CC=C5N6CCC(CC6)N)C=C4,11.8335,0.8699,5.4734,-15.8148,-104.0306,-105.4868
C1=CC=C2C(=C1)/C(=C\C3=CC=C(C=C3)C(=O)O)/C(=O)N2,5.9764,1.92,2.9518,-15.3614,-64.3358,-79.6972
CCCCN1C=NC2=C1C=CC(=C2)NC(=O)C3=CC(=C(C(=C3)OC)OC)OC,10.991,0.5915,5.0622,-8.3751,-101.8397,-95.4113
CC1=CC(=NC(=C1)NC(=S)N2CCN(CC2)C3=CC(=CC=C3)OC(F)F)C,10.5359,0.7334,4.7539,-5.0357,-95.546,-81.0971
CC1=C(C=C(C=C1)C2=NC3=CC=CC=C3C(=C2)C(=O)NC4=CC=C(C=C4)S(=O)(=O)C)C,11.4022,0.6317,3.8258,-16.8586,-80.9059,-89.4805
CNC1=C(N=C(O1)C2=CC=CC3=CC=CC=C32)C(=O)OC,7.4339,0.8434,3.5033,-13.1478,-71.2288,-62.7346
C1=CC=C(C(=C1)C2=NC3=C(O2)C=CC(=C3)NC(=O)C4=CC=C(O4)[N+](=O)[O-])F,7.3165,0.9761,4.3183,-20.7763,-93.4477,-97.646
COC1=C(C=CN=C1)C2=NC3=CC=CC=C3C(=N2)NC4=CC(=C(C=C4)F)F,8.5589,0.6887,4.3778,-18.0619,-87.8632,-96.1243
CN1CCC2=CC(=C(C3=C2[C@H]1CC4=CC=C(C=C4)OC5=C(C=CC(=C5)C[C@@H]6C7=CC(=C(C=C7CCN6C)OC)O3)O)O)OC,14.5413,1.807,5.871,-24.2284,-125.0309,-145.641
C1C(CN(C1=O)C2=NNC3=C2C=CC(=C3)Br)C(=O)NCCC4=CC=CC=N4,10.5105,1.4237,5.3578,-12.7623,-104.9878,-108.9204
C1C(C2=C(NC1=O)N=C(S2)N)C3=CC(=C(C=C3)F)F,4.198,2.87,3.6984,-9.961,-74.1041,-83.3954
CC1=NC(=CC(=N1)[C@H]2CN3CC[C@H]2C[C@@H]3CNC(=O)NC4CCCCC4)C5=CC=CO5,12.1963,1.1049,5.8187,-9.0371,-110.6673,-109.6959
CC1=C(C=C(C=C1)N2C(=O)C3=C(C4=CC=CC=C4O3)N(C2=O)CC(=O)NC5=CC(=C(C=C5)F)Cl)C,10.769,0.6265,5.1016,-21.3868,-107.6799,-103.348
C1=CC=C2C(=C1)C(=C(C2=O)C3=CC=C(C=C3)C(F)(F)F)NC4=CC=C(C=C4)Cl,8.099,0.6889,2.9745,-15.1311,-69.6095,-74.825
C1=CC=C2C(=C1)C(=NC(=N2)C3=CC=NC=C3)NC4=C(C=CC=C4F)F,7.3902,0.8794,3.7079,-18.7459,-74.8114,-89.2761
COC1=CC=CC(=C1O)CNC2=CC=C(C=C2)S(=O)(=O)NC3=CC=C(C=C3)C4CCNCC4,11.7287,2.7729,5.5619,-10.4602,-113.8069,-115.9561
CCOC1=C(C=C(C=C1)CCNC(=O)C2=CC3=C(N2CC4=CC=CC(=N4)C)C=CN=C3)OCC,13.1898,0.5776,5.2158,-12.6897,-103.634,-106.825
CCOC1=C(C=C(C=C1)CCNC(=O)C2=CC3=C(N2CC4=CC=CC(=N4)C)C=NC=C3)OCC,13.1484,0.5809,5.2185,-12.6903,-103.6126,-104.2279
CC1=CC=C(C=C1)/C=C/C2=NC3=CC=CC=C3N2S(=O)(=O)C4=CC=C(C=C4)Br,9.7515,0.0,2.9027,-16.5041,-63.8105,-59.2952
CC1=CC=C(N1)C(=O)OC2C(C(OC(C2OC)(C)C)OC3=C(C4=C(C=C3)C(=C(C(=O)O4)NC(=O)C5=CC(=C(C=C5)O)CC=C(C)C)O)Cl)O,16.7568,4.0731,9.4087,-9.9333,-202.4047,-183.7939
CC(C)C1=C(C(=CC=C1)C(C)C)OS(=O)(=O)NC(=O)CC2=C(C=C(C=C2C(C)C)C(C)C)C(C)C,12.8912,0.6529,3.3471,8.2897,-74.5987,-46.1197
CC(C)C(=O)NC1=CC=CC(=C1)NC(=O)C2=CC3=CC=CC=C3O2,8.3603,1.2189,3.7709,-12.3369,-78.1039,-86.9427
