mol_idx,smiles,half-life,sdc,sdx,sa,dga,dgp,dgtot
928,Cc1cnc(-c2ccccc2C(F)F)nc1NCc1ccc(-n2ccnn2)cc1,21.0,10.7285,0.687,6.8075,-15.6901,-94.5639,-90.5381
79,O=C(Nc1ccc(C(=O)N2CCCC2)cc1)c1ccccc1F,30.0,8.787,0.906,6.5204,-9.6906,-78.5313,-80.7467
2460,COc1ccc(C2Nc3ccccc3C(=O)N2Cc2ccco2)cc1COc1ccc(NC(C)=O)cc1,1.35,13.9877,1.1885,9.7379,-21.79,-124.75,-138.1675
2123,Fc1ccc(CN2CCNc3cc(Nc4ccccc4)ncc3C2)cc1F,2.28,9.2705,1.1709,6.2622,-12.4765,-84.0451,-93.6966
33,Cc1c([C@@H](C)C2NC[C@H](C)C[C@@H]2O)ccc2c1C[C@@H]1[C@H]2CC=C2C[C@@H](O)CC[C@@]21C,30.0,10.3443,1.5817,5.1933,2.8419,-67.6027,-64.7608
907,Cc1nc(Nc2n[nH]c3c2CN(C(=O)N[C@H](CN(C)C)c2ccccc2)C3(C)C)c2sccc2n1,21.91,12.1169,2.1013,7.7751,-14.1702,-123.7537,-124.6045
1128,O=C(NCc1cccc(C(F)(F)F)c1)c1ccc(CN2CCCCC2)cc1,15.0,10.0058,0.5141,7.2011,-1.5158,-81.6196,-71.0972
1028,O=[S+]([O-])(Nc1ccc(-c2ccccc2)cc1)c1ccc(NCc2ccc(Cl)cc2O)cc1,18.0,10.4163,2.4069,7.736,-16.2936,-92.9561,-99.8069
2272,COc1cc2c(cc1Oc1cccc(N(C)C)c1)NC(=O)C21CCN(c2cnccn2)CC1,1.77,12.9356,0.7934,8.1575,-16.9312,-115.8353,-118.2272
381,COc1ccc(NC(=O)c2[nH]c(C)c(C(C)=O)c2C)cc1,30.0,8.5188,1.327,6.646,-6.1627,-83.9256,-90.0884
227,CC1(C)CCC(c2ccc(Cl)cc2)=C(CN2CCN(c3ccc(C(=O)NS(=O)(=O)c4ccc(N[C@H](CCN5CCOCC5)CSc5ccccc5)c(S(=O)(=O)C(F)(F)F)c4)cc3)CC2)C1,30.0,23.1925,1.7797,16.0556,-2.6936,-195.0122,-158.1905
2389,Cc1ccc2c(c1)N(S(=O)(=O)c1cc(-c3onc(C)c3C)ccc1C)CCO2,1.56,10.8565,0.0,6.3067,-12.597,-78.5647,-67.3314
1230,CC(C)CNc1ncnc2onc(-c3ccc(Cl)cc3)c12,12.0,6.8153,0.7128,4.4289,-8.5237,-65.833,-61.763
716,CCn1nc(C2CCN(C(=O)CCO)CC2)nc1-c1cnc(N)c(-c2nnc(C(C)(C)C)o2)n1,30.0,13.5092,2.5605,10.5082,-4.859,-153.5921,-106.687
1858,CCC(C)N(C)C(=O)c1cc2ccccc2c(-c2ccccc2Cl)n1,3.84,9.2983,0.0,4.1624,-8.041,-55.9572,-48.3717
687,COc1ccc(-c2ccc3nc(-c4cc(F)ccc4F)oc3c2)c(OC)c1OC,30.0,10.3331,0.0,8.7407,-16.3096,-92.9187,-95.7678
2159,O=C(c1csnn1)N1CCC2(CCCN(C(c3ccccc3)c3ccccc3)C2)CC1,2.1,11.7478,0.0,4.3845,-11.4134,-69.7316,-65.3197
1561,COc1ccc(Nc2cnc3ccc(-c4ccc(OC)c(OC)c4)nn23)cc1,6.77,9.9912,0.8017,6.6835,-17.9804,-91.7188,-96.4332
306,COc1cc(-c2ccnc3c2c(C)nn3-c2cccc(C(F)(F)F)c2)ccc1O,30.0,9.6237,0.8745,8.2702,-14.8631,-94.6778,-90.2884
210,O=C(c1ccco1)N1CCN(c2nc(-c3ccc(Br)cc3)cs2)CC1,30.0,9.6043,0.0,6.2524,-13.3252,-80.5502,-71.8951
2181,C=C[C@]1(C)C[C@@H](OC(=O)CSC(C)(C)CNC(=O)[C@H](N)C(C)C)[C@]2(C)[C@H](C)CC[C@]3(CCC(=O)[C@H]32)[C@@H](C)[C@@H]1O,2.06,17.3332,2.6697,12.2107,19.8122,-149.8563,-113.3245
1721,Cc1noc(C)c1-c1ccc2ncnc(NCc3cccc(Cl)c3)c2c1,5.19,8.9738,0.6199,4.8355,-15.5469,-72.11,-78.2173
2509,CC(C)NC(=O)C1CCN(C(=O)c2cc3sccc3n2Cc2ccc(Cl)cc2)CC1,1.05,11.6833,0.5242,7.133,-8.0622,-93.1205,-86.0733
1107,CN1CCN(c2ccc(Nc3nn4c(=O)c5ccccc5nc4s3)cc2)CC1,15.15,8.6725,0.6698,5.1328,-17.8708,-82.5921,-88.5322
1990,CC(C)(C#N)c1ccc(N2C(=O)OCc3cnc4ccc(-c5cnc6ccccc6c5)cc4c32)cc1,2.84,12.5676,0.0,5.4113,-31.6495,-82.5644,-99.8265
1243,COc1cc(/C=C2\C(=O)Nc3ccccc32)ccc1O,12.0,6.0546,1.8645,5.2691,-14.1324,-64.8506,-78.983
1175,CCc1oc2ccccc2c1C(=O)c1cc(I)c(O)c(I)c1,13.68,6.5,0.9602,5.4867,-8.4091,-59.6141,-68.0232
1565,NC(=O)C1CCN(c2nc(-c3ccc4c(c3)OCCCO4)cs2)CC1,6.7,9.6863,1.3647,7.2561,-10.0715,-96.8431,-95.2881
1006,CC(C)(C)C1CCc2[nH]c3ccccc3c(=O)c2C1,18.72,6.1807,0.5708,2.7467,-4.433,-38.2915,-42.7245
1511,C[C@@H]1CN(CC(=O)N2CC(C)(C)c3ncc(Cc4ccc(F)cc4)cc32)[C@@H](CN2CCOC[C@H]2C)CN1,7.57,15.0509,0.5113,9.3418,0.9191,-126.1454,-99.6087
192,CCCN1CNc2c(c(=O)[nH]c(=S)n2Cc2ccc(OC)c(OC)c2)C1,30.0,10.1432,1.4717,8.0282,-4.4853,-107.6887,-105.7781
1534,CCc1ccccc1C(=O)N1CCc2cc(-c3nc(NC(=O)Cc4ccc5c(c4)OCO5)sc3C)ccc21,7.2,13.4532,0.9446,8.0224,-23.6727,-104.8907,-110.5774
1111,COc1ccc(-n2nc(C3CCN([S+](=O)([O-])c4cccc(C(F)(F)F)c4)CC3)[nH]c2=O)cc1,15.01,13.419,0.8337,12.3298,-6.0979,-136.5901,-101.9535
2488,Cc1ccc(C)c(SC2=NS(=O)(=O)c3ccccc32)c1,1.21,6.5814,0.0,3.3638,-9.3038,-42.5259,-35.5809
484,COc1cc(-c2nc(Nc3ccc(F)c(F)c3)c3ccccc3n2)ccn1,30.0,8.9807,0.6489,6.9307,-18.055,-89.361,-94.205
2414,CCOc1ccc(CCNC(=O)c2cc3sccc3n2Cc2ccccn2)cc1OCC,1.5,11.9276,0.589,6.9664,-13.113,-93.3001,-96.1234
916,Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2,21.25,7.3899,0.0,3.2667,-15.8386,-51.2832,-51.2075
1506,COc1ccc(S(=O)(=O)N2CCN(C(=O)C3COc4ccccc4O3)CC2)cc1,7.6,13.7459,0.0,9.7788,-9.8439,-116.9311,-89.2717
278,Cc1cc(C)nc(NC(=S)N2CCN(c3ccc(C(F)(F)F)cc3Cl)CC2)c1,30.0,10.2802,0.7542,8.2394,-2.3214,-97.9968,-81.5919
2399,O=c1cc(CSc2ccc(Cl)cc2)nc(-c2ccccn2)[nH]1,1.52,6.7731,1.09,4.7328,-10.6926,-65.4981,-72.5241
222,O=C(O)C1CCN(c2ncc(-c3ccc4c(c3)OCCCO4)s2)CC1,30.0,10.2397,0.8474,7.7551,-10.2231,-95.7566,-95.3733
1262,COc1ccccc1Nc1ccnc(N2CCN(C(=O)c3ccc(F)cc3)CC2)n1,11.21,12.1737,0.9446,8.305,-14.5583,-111.0427,-102.1698
572,CCNC(=O)Nc1ncc(-c2cc(-c3c(C)cc(OC)cc3C)nc(-c3cnccn3)n2)s1,30.0,11.6721,1.4345,7.8306,-16.1537,-117.9387,-123.1475
412,COc1cccc(CNc2ccc(S(=O)(=O)Nc3cc(C)on3)cc2)c1O,30.0,9.1837,2.443,8.2383,-11.6246,-104.8813,-106.8363
1798,COc1cccc(Nc2nc(-c3ccncc3)nc3ccccc23)c1,4.3,8.5216,0.6204,4.4778,-19.5483,-71.3859,-85.4774
1779,CC(C)OC(=O)c1ccnc2cc(C(OCCN3CCCCC3)c3ccccc3Cl)sc12,4.49,11.6333,0.0,7.0328,-3.1018,-87.9931,-78.1949
1254,COc1cncc(Nc2ncc(-c3cccc(N(C)C)c3)c3c2OCC3)c1,11.68,9.8751,0.7605,6.0297,-15.098,-87.9928,-95.7842
586,C[S+](=O)([O-])c1ccc(-c2nc(C(=O)NCc3cccnc3)n3ccccc23)cc1,30.0,11.0085,0.8313,7.8671,-16.3845,-100.9404,-96.1875
2024,CC(C)(C)c1ccc(-n2cnc3cc(C(=O)N4CCCCC4)ccc32)cc1,2.7,9.786,0.0,3.9521,-9.5151,-60.2104,-53.8639
1267,FC(F)(F)c1cccc(Sc2nc(-c3ccccc3)nnc2C(F)(F)F)c1,11.0,6.9793,0.0,6.9317,-5.8024,-71.505,-57.5579
2525,COC(=O)[C@H](Cc1ccc(O[S+](=O)([O-])c2cccc3cnccc23)cc1)N[S+](=O)([O-])c1ccc2cnccc2c1,1.0,15.1963,0.8567,12.288,-17.8864,-142.6123,-126.0808
1611,COc1ccccc1Nc1cnc2ccc(-c3ccc(OC)c(OC)c3)nn12,6.22,9.7451,0.979,6.6315,-17.9806,-90.8755,-95.3472
675,O=c1[nH]c(N2CCOCC2)nc2c1CCN(Cc1cc(Cl)ccc1F)CC2,30.0,11.1352,0.7963,8.5549,-4.1121,-106.1972,-102.6986
2008,Cc1nn2c(c1-c1ccccc1-c1ccccc1)N(CC1CC1)CCC2,2.78,8.8519,0.0,2.0908,-15.006,-40.2447,-43.5502
856,COCC(C)Nc1ncnc2c1cnn2-c1ccc(C)c(C)c1,23.67,8.3761,0.5756,4.7986,-6.9583,-75.3717,-68.2668
448,Cc1ccc(S(=O)(=O)Nc2cnccc2C(=O)Nc2nc(C(=O)O)cs2)cc1,30.0,7.6657,3.2928,8.5189,-14.0651,-111.044,-119.1129
1763,NC(=O)C1CCN(c2nc(-c3cccc4ccccc34)cs2)CC1,4.72,8.3131,1.3411,4.4711,-13.5357,-68.1612,-73.6885
2061,Cc1ccc(S(=O)(=O)Nc2cc(C)ccc2C(=O)Nc2nc(-c3ccccc3)cs2)cc1,2.5,9.3966,2.1516,5.8157,-17.9222,-80.3602,-91.8487
223,COc1ccc(-c2cnc(N3CCC(C(N)=O)CC3)s2)cc1OC,30.0,9.528,1.3905,7.0439,-6.7737,-94.287,-90.112
2139,O=C(c1ccncc1)N1CCC2(CCCN(C(c3ccccc3)c3ccccc3)C2)CC1,2.2,12.3978,0.0,4.2199,-11.9201,-66.9505,-70.28
2480,CCN(CC)C(=O)c1coc(COc2ccc3c(c2)C(c2cccc(F)c2)N(C(=O)C(C)C)CC3)n1,1.28,15.0955,0.0,9.9366,-8.2176,-120.8925,-91.2813
1678,O=C(Nc1nc(-c2ccccc2)cs1)c1ccncc1NS(=O)(=O)c1ccc2c(c1)CCC2,5.6,9.9415,2.0567,6.6119,-21.2708,-93.9328,-110.1618
2049,CC(C)(C)OC(=O)N[C@@H](Cc1ccc(O[S+](=O)([O-])c2cccc3cnccc23)cc1)C(=O)Nc1ccc(-c2ccccc2)cc1,2.55,16.9645,1.4904,11.5052,-19.0928,-140.741,-128.2553
1770,COc1ccc(-c2csc(N3CCC(C(N)=O)CC3)n2)cc1,4.68,8.567,1.2999,5.8678,-7.4506,-81.8822,-81.6351
46,CCN(CC)C(=O)c1ccc(O)c(OC)c1,30.0,7.0029,0.7889,5.4307,0.8804,-65.0724,-55.7983
2218,O=c1cc(-c2ccccc2)oc2cc(O)cc(O)c12,1.92,5.1784,2.0787,5.905,-15.2452,-66.8734,-82.1186
1540,Cc1ccnc(NC(=S)N2CCN(c3cccc(C(F)(F)F)c3)C[C@@H]2C)c1,7.12,10.3859,0.642,7.5861,-3.7422,-93.1977,-79.111
962,O=C1Cc2cc(C(=O)c3ccco3)ccc2N1,20.0,5.6525,0.8878,5.049,-13.4762,-61.3301,-70.6092
295,O=c1[nH]cnc2c1ccn2C1OC(CO)C(O)C1O,30.0,6.2423,3.8966,9.2371,-3.4004,-114.4532,-109.9538
1197,COc1ccc(C(=O)Nc2nc(-c3ccccc3)cs2)cc1NS(=O)(=O)c1ccc(C)cc1,13.0,10.5315,1.8526,7.2278,-18.227,-95.8604,-109.4783
989,Fc1ccc(-c2csc3ncnc(NCc4ccc5c(c4)OCO5)c23)cc1,19.2,8.7195,0.8055,6.3243,-21.9653,-81.4201,-89.5487
589,CN(C)C(=O)c1cc(-c2ccc(S(C)(=O)=O)cc2)c2cnn(C)c2n1,30.0,11.2297,0.0,7.1065,-9.9792,-95.3878,-73.5149
2080,Cc1ccc(N2CCC(CNc3nc(-c4ccccc4C(C)C)ncc3F)CC2)cn1,2.4,11.8059,0.7049,5.8907,-7.9612,-88.5406,-80.0102
258,FC(F)(F)c1ccc(CNc2nc(-c3ccccc3C(F)(F)F)nc3ccccc23)cc1,30.0,9.7922,0.6622,9.0534,-11.8652,-97.3176,-86.1534
1566,Cc1ccc(NS(=O)(=O)c2cccc(C(=O)Nc3nc(-c4ccccc4)cs3)c2)cc1,6.7,9.6134,1.9011,6.1271,-18.9102,-84.7622,-97.3405
1481,COc1ccc(OC)c(-c2cc(C(=O)N3CCN(c4ncccn4)CC3)c3ccccc3n2)c1,7.87,14.0365,0.0,8.2153,-19.8501,-115.3982,-111.0045
927,Fc1cnc(-c2ccccc2C(F)F)nc1NCc1ccc(-n2ccnn2)cc1,21.0,9.5286,0.9704,7.6528,-15.9515,-97.9379,-92.7147
2145,O=C(CNC12CC3CC(CC(C3)C1)C2)c1ccc(Cl)cc1,2.2,7.1847,0.5216,3.7768,-5.5434,-47.5665,-53.1099
1564,Cc1cc(Nc2ccc(Br)c(C)c2)n2nc(C)nc2n1,6.7,6.7802,0.628,4.3522,-9.5002,-64.4658,-53.3883
437,O=[S+]([O-])(Nc1ccc(N2CCNCC2)cc1)c1ccc(NCc2ccc(Cl)cc2O)cc1,30.0,11.1069,2.7602,9.3339,-9.8127,-119.3316,-119.7898
1034,O=C(Cc1cccs1)NCc1nnc2ccc(-c3ccccc3)nn12,17.78,8.004,0.699,4.3035,-17.899,-67.6071,-71.9797
1768,CCN(CC)[S+](=O)([O-])c1cc(NC(=O)c2[nH]c(C)c(C(C)=O)c2C)ccc1OC,4.7,12.4914,1.5505,10.5817,1.3829,-124.5682,-99.9439
394,Cc1ccc(-c2cc(C(=O)Nc3ccncc3)c3ccccc3n2)cc1,30.0,8.7455,0.6209,4.0151,-19.7458,-62.7307,-82.4765
426,O=C(Nc1ccc(S(=O)(=O)Nc2nccs2)cc1)c1ccncc1,30.0,7.665,1.7147,6.4926,-14.1867,-90.5841,-100.1411
535,Cc1sc(NC(=O)Cc2ccc3c(c2)OCO3)nc1-c1ccc2c(c1)CCN2C(=O)c1ccccc1C(F)(F)F,30.0,12.9123,0.8435,10.6229,-22.1756,-122.1264,-122.5135
31,Cc1noc(C)c1-c1ccc2ncnc(N3CCC(C(=O)O)CC3)c2c1,30.0,10.492,0.8774,6.9903,-12.266,-95.7733,-93.6847
1011,Cc1ccc(-c2c(CN3CCN(c4cccc(C(F)(F)F)c4)CC3)csc2C)cc1,18.49,10.9967,0.0,6.1127,-6.4498,-69.5544,-59.3172
1337,COc1cccc(CNc2ccc(S(=O)(=O)Nc3ccc4ccccc4c3)cc2)c1O,10.0,10.4034,2.2925,7.2627,-18.0326,-94.3022,-104.5801
2108,O=S(=O)(c1ccccc1)N1CCCCC1CCc1ccccc1,2.32,9.4637,0.0,3.6801,-3.3792,-48.8614,-30.5207
1033,Cc1cc(Oc2ccc(N)cn2)ccc1Cl,17.82,5.0786,1.3574,3.9832,-6.7092,-54.3169,-55.4612
1804,Cc1ccc(-c2ccc(CNc3nc(-c4ccccc4C(C)C)ncc3C)cc2)cn1,4.28,11.06,0.5956,3.2731,-14.3003,-61.5993,-69.6576
1559,O=C(Cn1ccn2nc3c(c2c1=O)CCCCC3)Nc1ccc2c(c1)OCO2,6.81,10.427,0.6194,8.06,-17.2955,-104.6414,-97.6925
1308,COc1ccc(-n2c(C)c(C(C)=O)c3cc(OC(=O)COc4ccccc4)ccc32)cc1,10.37,12.5698,0.0,7.9092,-17.6594,-94.1256,-97.1728
2056,Cc1cc(-c2nnc3n2CCCCC3)c(C)n1-c1ccc([N+](=O)[O-])cc1,2.5,10.1049,0.0,5.6666,-12.3227,-75.4193,-64.9461
2241,CNc1nc(-c2ccc3c(N)n[nH]c3c2)cc(N2C[C@@H](C(=O)NC3CCCCC3)CC[C@@H]2C)n1,1.85,11.8046,3.3267,8.215,-10.205,-132.3154,-131.4851
1458,Cc1ccc(-c2ccc(CNc3nc(-c4ccccc4C(C)C)nc4ccccc34)cc2)cn1,8.23,11.457,0.669,3.2442,-20.6885,-61.9252,-76.4916
557,CN(C(=O)c1cn2c(-c3ccc(C(F)(F)F)cc3)cnc2cn1)c1ccc(C#N)cc1,30.0,10.6353,0.0,8.0863,-21.0043,-102.032,-93.9106
1469,O=C(Cc1n[nH]c(=O)c2ccccc12)NC1CCCc2c1[nH]c1c(Cl)cccc21,8.05,8.4857,2.4513,6.7277,-17.9848,-92.1354,-107.0791
2022,CC1=C(C(=O)NC2CCCC2)C(c2nn(C)cc2Cl)N=C(Nc2nc3ccccc3o2)N1,2.7,9.6204,2.1855,7.8285,-14.8301,-115.2832,-117.2063
2258,COc1ccc(C2Nc3ccccc3C(=O)N2Cc2cccnc2)cc1COc1c(C)cc(NC(C)=O)cc1C,1.8,15.4044,1.1569,9.2276,-19.919,-124.3583,-137.8089
571,CCOC(=O)c1ccnc(CNCC(=O)N(CC)CCN(C)C)c1,30.0,12.0269,0.6999,8.3597,8.4106,-113.5162,-83.4818
353,CNc1oc(-c2ccc(-c3ccccc3)cc2)nc1C#N,30.0,6.6593,0.8217,3.4456,-18.6824,-54.6202,-63.1182
92,COc1ccc2c(c1)/C(=C/c1cnc[nH]1)C(=O)N2,30.0,5.4804,1.6414,5.0825,-13.6973,-70.4167,-84.114
2133,Cc1ccc(-c2csc(N3CCC(C(N)=O)CC3)n2)cc1,2.22,7.7374,1.3558,4.4841,-7.1379,-67.4364,-66.2217
1074,N#Cc1ccc(-c2csc(N3CCC(C(N)=O)CC3)n2)cc1,16.23,8.1202,1.4806,5.068,-13.1373,-78.2524,-85.4191
2405,CCN(c1ccccc1)S(=O)(=O)c1cc(C(=O)Nc2ccc(Br)cc2)ccc1F,1.5,10.7188,0.6364,8.0,-9.9844,-92.833,-87.2594
1949,CC(C)Oc1cccc(-c2csc(N3CCC(C(N)=O)CC3)n2)c1,3.09,9.1797,1.2948,5.9867,-5.2273,-83.5831,-80.5868
2110,COc1ccccc1C(=O)NC1CCCc2c1[nH]c1c(Cl)cccc21,2.31,7.9008,1.744,5.6363,-12.5563,-72.5523,-85.1086
349,CC(C)CC(=O)Nc1n[nH]c2c1CN(C(=O)C1CCN(C)CC1)C2(C)C,30.0,11.0715,1.417,7.5143,3.0522,-107.6881,-96.3149
1125,Fc1cc(F)cc(Nc2nc(-c3ccncc3)nc3ccccc23)c1,15.0,7.914,0.6602,6.0128,-18.7476,-78.5405,-92.2469
1906,Cc1ccc(-c2cc(C(=O)Nc3ccc(S(=O)(=O)N(C)C)cc3)c3ccccc3n2)cc1C,3.4,12.7298,0.6311,6.9041,-14.6455,-93.543,-86.567
1331,Cc1ccc(S(=O)(=O)Nc2ccccc2C(=O)Nc2nc(-c3ccccc3)c(Br)s2)cc1,10.0,8.9397,2.1857,6.4574,-17.1246,-84.3015,-94.9479
1051,CC(=O)c1c(C)n(-c2ccccc2)c2ccc(O)cc12,17.0,6.9413,0.7395,4.0652,-12.8327,-51.3957,-64.2284
2400,COc1ccccc1OCCNCC(O)COc1cccc2[nH]c3ccccc3c12,1.52,10.4588,1.9022,7.8687,-11.5544,-101.0176,-108.7919
2386,COc1cccc(CN2CCNc3cc(Nc4ccccc4)ncc3C2)c1,1.58,9.4826,1.1503,4.7994,-13.2837,-76.6273,-89.911
2096,Cc1ccc(S(=O)(=O)N[C@@H](Cc2ccccc2)C(=O)CCl)cc1,2.36,9.1244,0.9421,5.5894,-1.2795,-67.4529,-59.2406
454,Cc1ccccc1C(=O)N1CCc2cc(-c3nc(NC(=O)c4ccc5c(c4)OCO5)sc3C)ccc21,30.0,12.1873,0.7482,7.6693,-25.8945,-99.5944,-108.4116
914,O=C1c2ccccc2-n2c1nc1ccccc1c2=O,21.31,5.5603,0.0,4.0122,-19.7028,-52.3824,-59.798
1339,Cc1noc(C)c1-c1ccc(Nc2nc(-c3ccncc3)nc3ccccc23)cc1F,10.0,10.2605,0.607,6.231,-23.2654,-89.2192,-103.4487
38,CC(C)=CCNc1ncnc2nc[nH]c12,30.0,5.1419,1.4109,3.6781,-5.7951,-64.2449,-60.6637
975,Cc1sc(NC(=O)Cc2ccc3c(c2)OCO3)nc1-c1ccc2c(c1)CCN2C(=O)c1ccccc1F,20.0,12.6205,0.9013,9.0759,-25.0353,-111.6614,-121.9282
2440,CCc1cccc(NC(=O)c2c(C)oc3nc(C)nc(N4CCCC4)c23)c1,1.41,9.885,0.6209,5.8661,-11.205,-84.0961,-79.6863
1411,CCOc1ccccc1C(=O)NC1CCN(c2cc(C)cc(C)c2)C1=O,8.98,10.079,0.632,6.028,-7.642,-77.1842,-77.6769
40,Nc1ncnc2c1ncn2[C@H]1O[C@@H](CO)[C@@H](O)[C@H]1N,30.0,5.4536,5.2678,9.0696,-3.1273,-127.1872,-109.9428
1729,Cc1ccc(NC2=C(c3ccc(C(F)(F)F)cc3)C(=O)c3ccccc32)cc1C,5.08,9.1086,0.632,6.1804,-14.6711,-66.7299,-70.0485
170,CC[C@H]1NC(=O)[C@@H](NC(=O)c2ncccc2O)C(C)OC(=O)[C@H](c2ccccc2)NC(=O)C2CC(=O)CCN2C(=O)[C@H](Cc2ccccc2)N(C)C(=O)[C@@H]2CCCN2C1=O,30.0,25.9049,4.1036,20.3231,-14.3339,-258.4489,-225.8733
2323,O=C(Nc1cccc(Cc2ccccc2)n1)c1ccc(-c2cccc([N+](=O)[O-])c2)o1,1.7,10.0244,0.823,6.9642,-20.8634,-84.6108,-95.5596
1117,Cc1cc(-c2nnc3n2CCCCC3)c(C)n1-c1cccnc1,15.0,8.4369,0.0,3.3679,-11.4193,-60.1988,-53.1147
2517,COC(=O)CSc1nc(-c2ccccc2)cc(-c2ccco2)c1C#N,1.0,9.3776,0.0,5.4795,-16.5994,-72.468,-82.7949
635,O=C(NCCCN1CCCC1=O)c1ccc(-c2ncc3cnc(-c4ccccc4)cn23)cc1,30.0,13.1824,0.5605,7.1988,-19.3536,-105.9852,-108.9094
1377,NC(=O)C1CCN(c2ncc(-c3cccc(F)c3)s2)CC1,9.48,7.8556,1.4058,5.9425,-7.4026,-78.1412,-78.8824
580,C#CCNC(=O)c1nc(-c2ccc([S+](C)(=O)[O-])cc2)c2cnccn12,30.0,9.09,0.7846,7.2315,-15.547,-91.9678,-88.4099
1929,Cc1noc(C)c1-c1ccc2ncnc(NCc3ccc4[nH]ccc4c3)c2c1,3.2,9.08,1.2819,4.8824,-22.3308,-80.6329,-93.2866
893,Nc1c(C(=O)Nc2ccc(Cl)c(C(F)(F)F)c2)sc2nc3c(cc12)N1CCC3CC1,22.12,7.1494,2.4727,8.1534,-16.9068,-100.1665,-105.9401
781,COc1ccc2c(c1)CCc1c-2n[nH]c1C(=O)N1CCc2c(nc3cc(-c4ccccc4)[nH]n3c2=O)C1,27.26,12.3778,1.6271,8.5142,-29.6553,-119.5778,-132.5177
160,Cn1nnnc1Sc1ncnc2sccc12,30.0,4.3433,0.0,2.5526,-11.0501,-45.8961,-42.6987
1492,CNc1nccc(-c2cccc3ccccc23)n1,7.7,6.0544,0.758,2.3265,-13.4102,-43.0996,-50.9643
1557,O=C(NCCCNc1nc(Nc2cccc(CN3CCOCC3)c2)ncc1C1CC1)C1CCC1,6.85,13.3546,1.9092,8.2584,-4.7953,-124.2384,-119.0289
62,CC[C@@H](CO)NC(=O)[C@@H]1C=C2c3cccc4c3c(cn4C)C[C@H]2N(C)C1,30.0,10.3591,1.2407,6.3487,-5.3261,-87.9805,-93.3066
850,Cc1ccccc1C(=O)Nc1sc2c(c1C(=O)NCc1ccco1)CCC(C(C)(C)C)C2,23.93,9.9983,1.1713,6.0637,-9.0722,-79.185,-88.2572
1591,Cc1cnc(-c2ccccc2OC(C)C)nc1NCc1ccc(-n2ccnn2)cc1,6.45,10.7931,0.6719,5.1766,-15.5218,-84.7144,-84.8461
2441,CC(=O)N1CCc2c(sc3c2c(=O)n(-c2ccccc2Cl)c(=O)n3Cc2cccc(C)c2)C1,1.41,11.6458,0.0,7.3124,-17.5781,-91.9076,-82.8552
1044,FC(F)(F)c1ccc(CN2CCNc3cc(Nc4ccccc4)ncc3C2)cc1,17.27,10.0828,1.1656,7.1904,-10.353,-91.643,-89.2723
2053,CCCCCCN(CCCCCC)C(=O)Cc1c(-c2ccc(F)cc2)[nH]c2ccccc12,2.5,11.0588,0.6159,5.3307,0.2251,-67.9072,-58.8574
1164,O=C1Nc2ccccc2/C1=C\c1ccc(O)cc1,14.0,5.3426,1.6294,3.976,-14.8144,-51.2623,-66.0767
1071,COC(=O)CNC(=O)c1nc(-c2ccc(Cl)nc2)c2cnccn12,16.42,8.4487,1.0014,7.5081,-12.0785,-101.159,-94.2102
54,O=C(Nc1ccc([N+](=O)[O-])cc1Cl)c1cc(Cl)ccc1O,30.0,5.3854,2.1991,7.2887,-7.6883,-79.1198,-81.7709
1593,Cc1sc2c(c1C)C(c1ccc(Cl)cc1)=N[C@@H](CC(=O)OC(C)(C)C)c1nnc(C)n1-2,6.4,11.7071,0.0,6.6925,-8.5841,-87.6525,-70.7898
506,CC(=O)c1c(C)[nH]c(C(=O)Nc2cccc([S+](=O)([O-])Nc3ccccn3)c2)c1C,30.0,10.2729,2.6208,9.1901,-10.8055,-116.148,-119.3259
753,O=C(Nc1ccc2oc(-c3ccccc3F)nc2c1)c1ccc([N+](=O)[O-])o1,30.0,7.377,0.9702,8.2991,-20.775,-93.4148,-97.804
1423,Cc1ccc(S(=O)(=O)Nc2ccccc2C(=O)Nc2nc(-c3ccc(Cl)cc3)cs2)cc1,8.85,8.9425,1.9492,6.1389,-17.378,-81.6905,-95.7513
1659,CCOC(=O)c1ccc(N2C(=O)c3n[nH]c(-c4cccs4)c3C2c2ccc(OCC)cc2)cc1,5.72,11.9713,0.8335,7.9886,-20.766,-102.1209,-103.9273
1487,Cc1ccccc1C(=O)Nc1ccc2c(c1)CCCN2C(=O)c1cccs1,7.79,9.7413,0.6035,5.297,-15.7961,-70.6831,-77.6658
2487,Cc1nn2c(c1-c1ccccc1-c1ccccc1)N(Cc1ccccc1)CCC2,1.23,10.0921,0.0,2.0686,-19.6031,-41.1609,-49.2814
2076,Cc1ccnc(NC(=S)N2CCN(c3cccc(Cl)c3Cl)CC2)c1,2.4,7.9313,0.6231,4.7274,-5.4093,-67.8976,-67.1743
772,N#Cc1nc(-c2cccc3ccccc23)oc1NC1COC1,28.0,7.5116,0.7585,4.8418,-19.4596,-70.1145,-78.8817
2369,Cc1ccc(C)c(S(=O)(=O)NCC2CN(Cc3ccccc3)CCO2)c1,1.6,11.055,0.7953,6.2301,-0.3241,-81.8983,-69.1033
2263,O=[S+]([O-])(Nc1ccccc1)c1ccc(NCc2ccc(Cl)cc2O)cc1,1.8,8.6366,2.3537,7.6724,-10.5073,-91.0621,-92.2604
1086,c1ccc2c(Nc3ccc4nc[nH]c4c3)nc(-c3ccncc3)nc2c1,16.0,7.6587,1.3193,4.4357,-25.5258,-79.7043,-99.802
